Drug:0 CCC[N+]#[C-]
Drug:5486 [H]N(CCS(O)(=O)=O)C(=O)[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](O)[C@H]2N([H])C(C)=O)[C@@H](CO)[N+]1([H])[H]
Drug:5487 NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
Drug:5488 OB(O)C1=CC=CC(=C1)[N+]([O-])=O
Drug:5489 [H][C@@](N)(C(=O)N1CCC(F)(F)C1)[C@@]([H])(C(=O)N(C)C)[C@@]1([H])CC[C@@]([H])(CC1)C1=CN2N=CN=C2C=C1
Drug:5490 OP(O)(=O)CCC(=C)C=O
Drug:5491 [H][C@](N)(CCC(C)=O)C(O)=O
Drug:5492 OC(=O)[C@H](Cc1ccccc1)C[N+]([O-])=O
Drug:5493 CC(=N)N1CCC(CC1)OC1=CC=C2C(=C1)N(CC1=CC=C3C=CC(=CC3=C1)C(N)=N)C1=C2C=CC=C1
Drug:5494 COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1
Drug:5495 N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O)C(O)=O
Drug:5496 [H][C@@]1(CC(C)C)CN(CCN1C(=O)C1=NC=C(C=N1)C1=CC=NC=C1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1
Drug:5497 CC1=NC2=C(C=CC=C2O)C(=O)N1
Drug:5498 CN1CCN(CC1)C1=CC=C(C=C1)C1=CC2=C(NC=C2NC(=O)C2=CN=CC=C2)N=C1
Drug:5499 O=O
Drug:5500 NC(N)=NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1
Drug:5501 OB(O)[C@@H]1CCCN1C(=O)CN[C@@H]1CCNC1
Drug:5502 [H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
Drug:5503 [H][C@@](CC1=CNC2=CC=CC=C12)(NS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1)C(O)=O
Drug:5504 CC1=C(C2=CC3=C(C=C2)N=C(N)N=C3)C(=O)N(C=C1)C1=CC(=CC=C1)C(F)(F)F
Drug:5505 N1C=NC=N1
Drug:5506 CC(=CCC/C(=C/CC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)/C)C
Drug:5507 COC1=CC=C(C=C1)C1=CC=C(C=C1)S(=O)(=O)N[C@@H](C(C)C)P(O)(O)=O
Drug:5508 CC(C)C(=O)O
Drug:5509 C[C@@H]1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1
Drug:5510 [NH3+][Co-3]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+]
Drug:5511 [H][C@](CN)(NC(=O)C1=CC=C(S1)C1=C2C=CNC2=NC=C1)C1=CC=CC=C1
Drug:5512 CC[C@H]1[C@@H](Cc2cncn2C)COC1=O
Drug:5513 FC1=C(CC2=NNC3=NN=CC=C23)C=CC(Br)=C1OC1=CC(=CC(Cl)=C1)C#N
Drug:5514 NC1=C(Br)C(C(O)=O)=C(Br)C(C(O)=O)=C1Br
Drug:5515 CCOC(=O)N1CCC(CC1)NC1=NC=CC(C)=C1
Drug:5516 CC(C)(C)N1[NH+]=C(C2=C1N=CN=C2N)C1=CC=C(Cl)C=C1
Drug:5517 [H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O
Drug:5518 FC(F)OC(F)C(F)(F)F
Drug:5519 C1CN1C1=NC(=NC(=N1)N1CC1)N1CC1
Drug:5520 OC(=O)CCCCCC\C=C/[C@@H]1O[Fe@]23ON1CCCC[C@@H](NC(=O)[C@@H]1CO[C@H](N1)C1=CC=CC=C1O2)C(=O)OCCC(=O)N[C@@H]1CCCCN(O3)C1=O
Drug:5521 CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1
Drug:5522 C/C(=C/C(=O)O)/C(=O)O
Drug:5523 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)C=C3CC[C@@]21[H]
Drug:5524 O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1
Drug:5525 [H]N([C@@H](CCC(O)=O)CCC1=CC=CC=C1)C(=O)CCCCCCC1=CC=CC=C1
Drug:5526 CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
Drug:5527 COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
Drug:5528 [H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C
Drug:5529 CCCC[C@]12CC3=CC(O)=CC=C3C1=C(Br)C(=O)CC2
Drug:5530 CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
Drug:5531 N1C2=CC=CC=C2SC2=CC=CC=C12
Drug:5532 CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
Drug:5533 CC1=CC=CC=C1C1=NNC(=S)N1N
Drug:5534 [Se]
Drug:5535 [H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Drug:5536 [H][C@]1(CCCC[C@]1([H])C1=NNC(=S)N1)C(O)=O
Drug:5537 [H][C@]12C[C@]1(CNC2)C1=CC(Cl)=C(Cl)C=C1
Drug:5538 [H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C1CCCCC1
Drug:5539 OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NCC2=CC=CC=C2)=C1)C(O)=O
Drug:5540 C[C@@]12CC[C@@H](C1(C)C)CC2=O
Drug:5541 C=CC(=O)O
Drug:5542 CCC(CC)NC1=CC(=CC=C1N1C(=O)CCC1(CO)CO)C(O)=O
Drug:5543 ClC1=CC=CC(Cl)=C1C(=O)NC1=CNN=C1C(=O)NC1CCNCC1
Drug:5544 OCC[C@@H](O)[C@H](O)[C@H](O)\C=C\P(O)(O)=O
Drug:5545 C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)C)OC1
Drug:5546 CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Drug:5547 [H][C@@](O)(CCCCCCCCCCC)CC(O)=O
Drug:5548 C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O
Drug:5549 CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
Drug:5550 CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1
Drug:5551 [H][C@@](N)(CP(O)(O)=O)C(O)=O
Drug:5552 COC1=CC(Br)=C(OC)C=C1CCN
Drug:5553 [H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O
Drug:5554 [H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O
Drug:5555 N[C@](CS(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)(C(=O)NO)C(F)(F)F
Drug:5556 CC1=NOC(=C1)C1=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
Drug:5557 FC1=CN(C2CCCO2)C(=O)NC1=O
Drug:5558 [H][C@](N)(CC1CCCCC1)[C@@]([H])(O)C[C@@]([H])(CC(C)C)C(O)=O
Drug:5559 [H][C@@]1(O)C(CO)=C[C@@]([H])(NCCCCCCCC)[C@]([H])(O)[C@@]1([H])O
Drug:5560 OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O
Drug:5561 CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
Drug:5562 NC[C@H](c1ccc(Cl)cc1)c1ccc(cc1)-c1cn[nH]c1
Drug:5563 COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O
Drug:5564 NC1=NC2=C(N1)C=C(O)C=C2
Drug:5565 COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C
Drug:5566 CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F
Drug:5567 O=CCCCC=C(CCC=C(CCC=O)C=O)C=O
Drug:5568 CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1
Drug:5569 OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
Drug:5570 COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2
Drug:5571 CC1=CC2=C3C=C(CCCCCCCCC(=O)N[C@H]4[C@H]5C[C@@H]6C[C@@H](C[C@H]4C6)C5)C=CN3[Ru++]34(N5C=CC=CC5=C5C=CC=CN35)(N3C=CC=CC3=C3C=CC=CN43)N2C=C1
Drug:5572 CCN1C(NC2=CC=CC=C2Cl)=NC2=C1N=C(NC1=C(F)C=CC=C1F)N=C2
Drug:5573 ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1
Drug:5574 [Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C
Drug:5575 CC(=O)NC1=CC=C(O)C=C1
Drug:5576 COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
Drug:5577 NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O
Drug:5578 C1=CC=C2C(=C1)C=CC=C2CC(=O)O
Drug:5579 CC1=CN=C2N1C=CN=C2NCC1=CC=NC=C1
Drug:5580 [H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)[C@@]1([H])NC(C(O)=O)=C(C)CS1
Drug:5581 COC(=O)[C@H](Cc1cccc(c1)C(N)=N)[C@@H](C)NC(=O)c1ccc(cc1)-c1cccc(CN)c1
Drug:5582 COCCOCCOCCOCCOCCOC
Drug:5583 CCCCC#CC1=CC=C(O1)C(=O)NNC(=S)NC
Drug:5584 CC(C)NNC(=O)C1=CC=NC=C1
Drug:5585 [H][C@](CCC1=CC=C(C=C1)C(N)=N)(CC(=O)OC)C1=CC=CC(=C1)C(N)=N
Drug:5586 [H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O
Drug:5587 N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
Drug:5588 CC1=CC=C(O)C(N)=C1
Drug:5589 NC(N)=NC1=CC=C(CNC(=O)NC23CC4CC(CC(C4)C2)C3)C=C1
Drug:5590 [H][C@@]1(C)C[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O1
Drug:5591 [H][C@]1(CO)O[C@@]([H])(C2=C3N=CNC(=O)C3=NN2)[C@]([H])(O)[C@]1([H])O
Drug:5592 O=C1OCC\C1=C/NC1=CC=CC=C1
Drug:5593 NC(=O)C1=CC=CC=C1NC1=NC(NC2=CC(O)=CC=C2)=NC=C1
Drug:5594 [H][C@](CS)(CC(C)C)C(O)=O
Drug:5595 ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=CC=CC=C23)C=C1
Drug:5596 OC(=O)C1=NON=C1O
Drug:5597 ONC(=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
Drug:5598 C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
Drug:5599 N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O
Drug:5600 [H][C@]1(CCC2=CC=C(C=C2N1CCCOC)C1=C(N)N=C(N)N=C1CC)C1=CC=CC=C1
Drug:5601 O=C1NCC2=C3C(NC4=CC=CC=C34)=C3NC4=C(C=CC=C4)C3=C12
Drug:5602 CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O
Drug:5603 NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
Drug:5604 [H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(SC)[C@]([H])(O)[C@@]1([H])O
Drug:5605 NCCC1=CC=C(C=C1)S(N)(=O)=O
Drug:5606 OCC1=NNN=C1C1=CC2=C(C=C1)C(=NN2)C1=CC2=C(N1)C=CC(CN1CCCCC1)=C2
Drug:5607 [H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
Drug:5608 NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(=C1[O-])C1=CC=CC=C1
Drug:5609 CC[C@@H](OP(O)(O)=O)C(O)=O
Drug:5610 CC1=C(C=CC=C1Cl)S(=O)(=O)N2CCC[C@H](C2)C(=O)NC3CCCCC3
Drug:5611 BrC1=C2NCCCNS(=O)(=O)C3=CC=CC(NC(N=C1)=N2)=C3
Drug:5612 CN1C(=O)CCC1(C)C
Drug:5613 [H][C@]1(S)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]4([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]5([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
Drug:5614 [O-]C(=O)C1=CC=CC=C1OP([O-])=O
Drug:5615 [H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
Drug:5616 COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C
Drug:5617 [H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(O)=N[C@@]1([H])[C@]([H])(OC[C@@]2([H])O[C@]([H])(OP(O)(O)=O)[C@]([H])(N=C(O)CC(=O)CCCCCCCCCCC)[C@@]([H])(OCCCCCCCCCC)[C@]2([H])O)O[C@]([H])(COC)[C@@]([H])(OP(O)(O)=O)[C@]1([H])OCC[C@@]([H])(CCCCCCC)OC
Drug:5618 N[C@@H](CC1=CC(N)=C(O)C=C1O)C(O)=O
Drug:5619 N[C@@H](CC(=O)N1Cc2ccccc2C[C@H]1C(N)=O)Cc1ccccc1F
Drug:5620 COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
Drug:5621 C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O
Drug:5622 [H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
Drug:5623 [H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1
Drug:5624 C\C(C=C)=C/[C@@]1(C)SC(=O)C(C)=C1O
Drug:5625 C[C@@]1(CCCN1)c1nc2cccc(C(N)=O)c2[nH]1
Drug:5626 OC(=O)CC1=C2NC(=O)C3=CC=CC=C3N2C2=C1C=CC=C2
Drug:5627 OC1=C(Br)C=C(\C=N\NC(=O)C2=CC=C(Br)C=C2)C(O)=C1Br
Drug:5628 CC1=C(SCCO1)C(=O)NC1=CC=CC=C1
Drug:5629 [H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O
Drug:5630 [H][C@]1(O)C[C@@]([H])(O[C@]1([H])CN1CCCCC1)N1C=C(C)C(=O)NC1=O
Drug:5631 C(CC(=O)N)[C@@H](C(=O)O)N
Drug:5632 CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)C(C)C)C)OC[P@@]3(=O)OCC[C@H](O3)C4=CC(=CC=C4)Cl
Drug:5633 FC1=C(CC2=NNC(=O)C=C2)C=CC(Cl)=C1OC1=CC=CC=C1
Drug:5634 N[C@H](CO)CCCCNC(O)=O
Drug:5635 NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Drug:5636 [H][C@]1(CF)CC2=CC=C(C=C2CN1)S(=O)(=O)NCCC(F)(F)F
Drug:5637 CC1=CC=CC(=C1)C1=CC2=C(N1)C=CC(=C2)C(N)=N
Drug:5638 CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1
Drug:5639 [H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1
Drug:5640 [H][C@]1(CO)O[C@@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@@]([H])(OC3=C(C=C(C=C3)N(=O)=O)N(=O)=O)[C@]([H])(F)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
Drug:5641 CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O
Drug:5642 OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Drug:5643 CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
Drug:5644 [H]N([C@H]1[C@@H](C)CC[C@H]1O)C(=O)[C@@H](C[C@H](O)CN1CCN(C[C@H]1C(=O)N([H])C(C)(C)C)C(=O)C1=CN=C(N2CCN(C)CC2)C(Cl)=N1)CC1=CC=CC=C1
Drug:5645 [H][C@@]1(C[C@]([H])(N=[N+]=[N-])[C@@]([H])(COP(O)(=O)OP(O)(O)=O)O1)N1C=C(C)C(O)=NC1=O
Drug:5646 CCS\C(N)=N\C1=CC=C(C=C1)C(F)(F)F
Drug:5647 CC(C)C1=NC2=C(OCC3CCCCC3)N=C(N)N=C2N1
Drug:5648 CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C
Drug:5649 OC(=O)C1=C(NC(=O)C2=C(Cl)C=C(Cl)C=C2)C=CC(OC2=NC=CC=N2)=C1
Drug:5650 [H][C@@](N)(CC1=CC=C(I)C=C1)C(O)=O
Drug:5651 BrC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1
Drug:5652 CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F
Drug:5653 [H][C@]1(CO)O[C@](N=C(O)OC)(C(O)=N)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
Drug:5654 [Cu].C1CNCCNCCCNCCNC1
Drug:5655 CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O
Drug:5656 C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)[C@@H]5[C@@H](CC6=C(C=C(C=C6O5)O)O)O)O)O
Drug:5657 CC1=C(F)C=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC(C)=C(F)C=C2)=C1
Drug:5658 CC(C)CC(=O)C(=O)O
Drug:5659 OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
Drug:5660 CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
Drug:5661 [O-]C(=O)C1=[NH+]CCC1
Drug:5662 C(OC1=CC=C(C=C1)C1=NNC=C1CC1=CC=NC=C1)C1=NC2=CC=CC=C2C=C1
Drug:5663 [H][C@@](N)(CCCCO)C(O)=O
Drug:5664 CN(C)C(=O)C1=CC(=CC(NC(=O)C2=CC=C(C)C=C2)=C1)C1=CC=C(C=C1)C(=O)NO
Drug:5665 [H]N([H])N1C(=O)N([H])[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O
Drug:5666 [H]\C(=C(/F)C(O)=O)C1=CC=C([O-])C=C1
Drug:5667 [H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O
Drug:5668 [H][C@@](C)(O)[C@]([H])(CCC1=CC=CC2=C1OC(=N2)C1=CC=C(Cl)C=C1)N1C=NC(=C1)C(N)=O
Drug:5669 [H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@]([H])(CC1CC1)C1([H])N[C@]([H])(NO1)C1=C(F)C=C(C=C1)S(C)(=O)=O
Drug:5670 CC1=CC=CC=C1C1=CC2=C(N1)C=C(C=C2)C(N)=N
Drug:5671 [H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC(C)=CC(C)=C1
Drug:5672 OC1=NC=NC2=C1C=NN2
Drug:5673 NC(=N)C1=CC=C(CC(=O)C(O)=O)C=C1
Drug:5674 [H][C@@](C)(O)CN1C=NC2=C(N)N=CN=C12
Drug:5675 CC(C)(C)O
Drug:5676 CC1OC(C)OC(C)O1
Drug:5677 NS(=O)(=O)O
Drug:5678 O=C1NC(=O)C2=CNNC2=N1
Drug:5679 C[Si](C)(C)C(CC(O)=O)C(O)=O
Drug:5680 C1=CC(=CC2=C1C=CC(=O)O2)O
Drug:5681 [H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C(F)C=C1)C(=O)OC)N2C\C=C\I
Drug:5682 [H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
Drug:5683 C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Drug:5684 [H][C@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)N(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
Drug:5685 CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1
Drug:5686 [H]N1C=C([C@@H]2N([H])[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)N=CN2[H]
Drug:5687 CCN(CC)C1=CC(C)=NC2=NC=NN12
Drug:5688 O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
Drug:5689 CC(C)(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=CC(O)=C1
Drug:5690 CNNCC1=CC=C(C=C1)C(=O)NC(C)C
Drug:5691 N[C@H](CCCNC(N)=N)C(O)=O
Drug:5692 CN1CCC(CC1)(NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1)C#N
Drug:5693 OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Drug:5694 OCC(CO)(CO)NCCS(O)(=O)=O
Drug:5695 CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
Drug:5696 CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12
Drug:5697 CO\N=C(/C(=O)N[C@H](C=O)[C@H]1SCC(=C)C(=N1)C(O)=O)C1=CSC(N)=N1
Drug:5698 [H][C@@](CCCCC)(CC(=O)NO)C(=O)N[C@@]([H])(C(C)C)C(=O)N1CCC[C@@]1([H])CO
Drug:5699 [H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
Drug:5700 C[C@H](O)[C@@H](CCOc1ccc2ccccc2c1)n1cnc(c1)C(N)=O
Drug:5701 ClC1=CC=C(OCC(=O)NC2=CC=CC=C2)C(=C1)C(=O)C1=CC=CC=C1
Drug:5702 [H][C@](NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CN=C1C1=CC=C(N)C=C1)(C(C)C)C(=O)C(F)(F)F
Drug:5703 ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
Drug:5704 C1=CC(=CN=C1)C(=O)N
Drug:5705 CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1
Drug:5706 [H]N1C(=O)\C(C2=C1C=CC(=C2)S(O)(=O)=O)=C1/N([H])C2=CC=CC=C2C1=O
Drug:5707 CC(C)NCC(O)COc1ccc(NC(C)=O)cc1
Drug:5708 OC(=O)C1=C(CCC1)C(=O)NC1=C(F)C=C(C=C1F)C1=CC=CC(OC(F)(F)F)=C1
Drug:5709 [H][C@]1(OC2=C(C=C(C=C2)C2=C(N)N=C(N)N=C2CC)N(CCCOC)C1=O)C1=CC(F)=CC(F)=C1
Drug:5710 CC1=CC2=C(C=C1)N(CCCN)C1=C2C2=C(C(=O)NC2=O)C(C)=C1
Drug:5711 [Cr+3].[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1
